"","X.1","X","business_id","name","open_2019","neighborhood","august_2017_median","stars","review_count","categories","age","american"
"1611",1611,1770,"SEMvJDVnDB4NoPW6tXXO_Q","""Goong Korean BBQ Restaurant""",1,"Southwest",1450,4.5,386,"Korean;Restaurants;Barbeque",1113,"0"
"1612",1612,1771,"sghGLUOAC_WGEWmv-mZReQ","""Burger King""",1,"Sunrise",1025,1.5,3,"Restaurants;Burgers;Fast Food",986,"1"
"1613",1613,1772,"SgSVJWgMwFteYyz4OlHu9Q","""Bambino's East Coast Pizzeria""",1,"The Lakes",1400,4.5,245,"Sandwiches;Pizza;Restaurants;Caterers;Italian;Event Planning & Services",2987,"0"
"1614",1614,1773,"sHPrepHE7L4sV5Dd3SovSg","""Bonanno's New York Pizzeria""",1,"The Strip",855,2.5,10,"Pizza;Restaurants",1685,"0"
"1615",1615,1774,"siuAD-vFRYAjozc332wq3g","""Americana""",1,"Summerlin",1100,4.5,160,"American (Traditional);Lounges;American (New);Restaurants;Steakhouses;Nightlife;Bars",882,"1"
"1616",1616,1775,"sJ8B4Lq6AY-m5dzIbDNgyQ","""McDonald's""",1,"Southeast",1395,2,49,"Burgers;Restaurants;Fast Food",2760,"1"
"1617",1617,1776,"SJU-jRAZS0cXoBGUjX5GUg","""Jumping Rice & Rolls""",0,"Spring Valley",1300,4,255,"Asian Fusion;Restaurants",1836,"0"
"1618",1618,1777,"sKhDrZFCJqfRNylkHrIDsQ","""Starbucks""",1,"Summerlin",1550,4,68,"Food;Coffee & Tea",4493,"0"
"1619",1619,1779,"SknYYIK1rBNgYqNl4tYUPA","""Marias Taco Shop""",1,"Southeast",1395,3.5,31,"Restaurants;Mexican",2908,"0"
"1620",1620,1780,"SktLID5_ywSlgVE-h3NB3Q","""China A GoGo""",1,"Southwest",1250,3,116,"Restaurants;Chinese",4220,"0"
"1621",1621,1781,"SLVjLgWfUqgaXtmc0wmLiw","""PT's""",1,"Eastside",1375,3,12,"Nightlife;American (New);Sports Bars;Restaurants;Bars;Pubs",1594,"1"
"1622",1622,1782,"slx9qstc2U2Tc4s7dzbbBg","""Basil 'n Lime""",1,"Spring Valley",1300,3.5,180,"Restaurants;Thai",4276,"0"
"1623",1623,1783,"Sm2k1ijcnK17Ro5paN2_qQ","""Grand Pizza""",1,"Northwest",1095,4,143,"Fast Food;Restaurants;Italian;Pizza",1113,"0"
"1624",1624,1784,"sm9d8q9DJW6OVKeDlVUVKA","""Hazel M Wilson Dining Commons""",1,"University",855,3,7,"Buffets;Restaurants",2760,"0"
"1625",1625,1785,"sN-EtbzAnEI9ilHruasd9w","""Tennesseasonings""",0,"Southwest",1250,3.5,51,"Southern;Food;Desserts;Barbeque;Restaurants;Smokehouse",757,"0"
"1626",1626,1786,"sNVGdeOPeitJ3OWUQBINzQ","""BabyStacks Cafe""",1,"Spring Valley",1300,4,1169,"American (Traditional);Breakfast & Brunch;Cafes;Restaurants",2635,"1"
"1627",1627,1787,"So132GP_uy3XbGs0KNyzyw","""Casa Di Amore""",1,"Eastside",1100,4.5,676,"Restaurants;Pizza;Seafood;American (New);Salad;Italian",4462,"1"
"1628",1628,1788,"Sovgwq-E-n6wLqNh3X_rXg","""Lindo Michoacan""",1,"Eastside",1100,4,957,"Mexican;Restaurants",4508,"0"
"1629",1629,1790,"sOYsxYYFl03PhHmz_rBDZQ","""The Sparklings""",1,"Southwest",1450,4,705,"American (New);Restaurants",2008,"1"
"1630",1630,1791,"spCzs32TMQpRCJbJfArZng","""IKEA - Cafe""",1,"Spring Valley",1475,3.5,115,"Cafeteria;Restaurants",1059,"0"
"1631",1631,1792,"sPd9YmvS6eSWzTvqowcBXA","""Tropical Smoothie Cafe""",1,"Eastside",1375,3.5,14,"Breakfast & Brunch;Restaurants;Sandwiches;Food;Juice Bars & Smoothies",718,"0"
"1632",1632,1793,"SQ8Tkavc4TJj-2kanEDzLg","""Red Rock Pizza""",1,"Summerlin",1100,3.5,148,"Chicken Wings;Italian;Restaurants;Pizza",4376,"0"
"1633",1633,1794,"SQEzO0MiY6-M1VwbYcbWtg","""The Lodge Coffee House & Tavern""",1,"Spring Valley",1250,4,116,"Coffee & Tea;Restaurants;Cocktail Bars;Casinos;Breakfast & Brunch;Arts & Entertainment;Bars;Nightlife;Food;Cafes",2132,"0"
"1634",1634,1795,"SqVIolLCBmQYyKeai3pCTg","""McDonald's""",1,"Southwest",1450,1.5,38,"Burgers;Fast Food;Restaurants",3071,"1"
"1635",1635,1796,"SqxIx0KbTmCvUlOfkjamew","""Thai Style Noodle House""",1,"Summerlin",1550,4,303,"Restaurants;Vegan;Thai",2332,"0"
"1636",1636,1797,"Ssa6XY_RdDRRB9wuVIeIWw","""Hedary's Mediterranean Restaurant""",1,"Westside",1400,4.5,234,"Lebanese;Greek;Middle Eastern;Restaurants;Mediterranean",4396,"0"
"1637",1637,1800,"StNAnvyhVISULAFmO_Ke1Q","""Great Links Brewhouse & Grill""",1,"Northwest",1330,4,346,"Sandwiches;Restaurants;Hot Dogs;Diners;Burgers;American (Traditional)",4053,"1"
"1638",1638,1801,"stNlfaeBITkyGmHn8oRwvg","""Venice Pizza & Subs""",1,"Eastside",1375,1.5,36,"Sandwiches;Italian;Delis;Restaurants;Fast Food;Pizza",4028,"0"
"1639",1639,1802,"SU56w479vUfFHsvmvQIf7A","""India Oven""",0,"Eastside",855,3.5,142,"Indian;Restaurants;Pakistani",4182,"0"
"1640",1640,1803,"SUd3IyEN7n5OYEGyt_U5lg","""Jefe's Taco Shop""",1,"Northwest",1330,4.5,363,"Fast Food;Restaurants;Breakfast & Brunch;Mexican",1404,"0"
"1641",1641,1804,"suFSckaQV8NmND7dytpf4w","""Kabob Korner""",1,"Eastside",855,3.5,97,"Bars;Restaurants;Nightlife;Hookah Bars;Pakistani;Halal;Mediterranean",1510,"0"
"1642",1642,1806,"sUMi2q41l4AzOsmJMRY8zQ","""Del Mar Deli""",1,"Southeast",1300,3.5,119,"Delis;Sandwiches;Restaurants;Breakfast & Brunch",3256,"0"
"1643",1643,1807,"suQugTjSMYMIrK5fAabC_Q","""Roberto's Taco Shop""",1,"University",855,3.5,105,"Restaurants;Fast Food;Mexican",4414,"0"
"1644",1644,1808,"svdEhLmNmpVaIv1WLtoOvQ","""Tacos & Beer""",1,"Eastside",1375,4,846,"Latin American;Restaurants;Tapas/Small Plates;Nightlife;Mexican;Bars;Cocktail Bars",1832,"1"
"1645",1645,1809,"SVGApDPNdpFlEjwRQThCxA","""Juan's Flaming Fajitas & Cantina""",1,"Spring Valley",1300,4.5,1210,"Restaurants;Bars;Nightlife;Mexican",2236,"0"
"1646",1646,1810,"SVUxmYs6_TvX5kWv0ok-MA","""No. 1 Boba Tea""",1,"Southeast",1300,4,269,"Coffee & Tea;Food;Bubble Tea;Juice Bars & Smoothies",2960,"0"
"1647",1647,1811,"SwAZBCyFtVo_8vkRbJhdkA","""Culinary Dropout""",1,"Eastside",1375,4,800,"Restaurants;American (New);Nightlife;Fondue;Venues & Event Spaces;Event Planning & Services;Bars",2427,"1"
"1648",1648,1812,"SwR7N8LjiSb0d4GWCCIKdA","""Pho Hanh Thy""",1,"Spring Valley",1475,3.5,22,"Restaurants;Vietnamese",608,"0"
"1649",1649,1814,"SWZ7Gv80ozoYy4DWKCw48g","""Carpe Diem""",1,"Southwest",1450,5,91,"Food;Juice Bars & Smoothies;Poke",950,"0"
"1650",1650,1815,"sxNMGQwUuaDsviR4BtuX0g","""Rolled Ice Cream""",1,"Spring Valley",1300,4,511,"Ice Cream & Frozen Yogurt;Food;Desserts",867,"0"
"1651",1651,1816,"SXzJL5egnVXurANcg-G28A","""Little Caesars Pizza""",1,"Southwest",1250,1.5,116,"Restaurants;Pizza",2669,"0"
"1652",1652,1817,"SycXTaA4MeJZuDK4Y1owDQ","""Islands Restaurant""",1,"Summerlin",1872.5,3.5,248,"Nightlife;Burgers;American (Traditional);Bars;Restaurants;Sports Bars",4321,"1"
"1653",1653,1818,"sYfHxCqHpIX2HnDhw0JRAA","""Ohjah Japanese Steakhouse Sushi & Hibachi""",1,"Southwest",1450,4,456,"Sushi Bars;Restaurants;Steakhouses;Japanese",2721,"1"
"1654",1654,1819,"sZ3AWH6WPq38fEKijvl9vA","""Express Pizza""",1,"Southeast",1395,3,41,"Pizza;Restaurants",2807,"0"
"1655",1655,1820,"SzBpr6or7BQcjc-e3ARLjw","""Greens and Proteins""",1,"Spring Valley",1100,4,170,"Breakfast & Brunch;Restaurants;Sandwiches",1378,"0"
"1656",1656,1821,"szL4LjaGZpmsLjQ5ALmaQA","""Starbucks""",1,"Southwest",1495,2.5,138,"Coffee & Tea;Food",3979,"0"
"1657",1657,1822,"SzzrUeJGnl_LQAJXMK8wQw","""Omoide Noodles & Bowls""",1,"Southwest",1450,3.5,295,"Noodles;Ramen;Japanese;Soup;Restaurants",1437,"0"
"1658",1658,1823,"T_vPBF3WRyHoNXrr86ZhkQ","""Hibachi Grill & Supreme Buffet""",1,"Sunrise",1000,3,94,"Sushi Bars;Chinese;Restaurants;Buffets",1829,"0"
"1659",1659,1824,"t_xXPh62lfkPc_wgF-Iasg","""Cake Designs""",1,"Westside",1400,4.5,43,"Bakeries;Food;Custom Cakes",3483,"0"
"1660",1660,1825,"T00dMi_gQdyQkE9GKJFVSQ","""Taco Bell""",1,"Westside",1400,2.5,34,"Mexican;Tex-Mex;Restaurants;Fast Food",2988,"0"
"1661",1661,1826,"T0NKethAB-FFR05EeZCzuA","""Burger King""",1,"Centennial",1350,1.5,56,"Fast Food;Restaurants;Burgers",3167,"1"
"1662",1662,1827,"t4bBKVXbr8bIN9nEJIobYg","""Saffron Flavors of India""",1,"Northwest",1300,4,285,"Restaurants;Indian;Vegetarian;Diners",3105,"0"
"1663",1663,1828,"T4svfBHgvKG5TTytlYzLbQ","""The coffee""",1,"The Strip",855,3,3,"Coffee & Tea;Food",2819,"0"
"1664",1664,1829,"T5nTtSCSRoEYMsZPhF61wg","""Waffles Cafe""",1,"Centennial",1350,4,270,"Breakfast & Brunch;Coffee & Tea;Restaurants;Food",3343,"0"
"1665",1665,1830,"t5vvlSgoeHF9uY6VkokmSg","""China One - South Durango""",1,"Spring Valley",1300,3,57,"Chinese;Restaurants",2019,"0"
"1666",1666,1831,"T6VKCBhHojQkCWp_IYO24w","""McDonald's""",1,"Spring Valley",1300,2,35,"Restaurants;Fast Food;Burgers",3072,"1"
"1667",1667,1832,"t6ZIBNrQjvtwor8W-u3sUg","""Chop Chop Wok""",1,"Northwest",1095,4,170,"Restaurants;Chinese",3240,"0"
"1668",1668,1835,"tA5mqEP68qjbTFK9c14D7A","""Pot Tea Social House""",0,"Southwest",1450,4,273,"Asian Fusion;Seafood;Taiwanese;Food;Coffee & Tea;Restaurants",1817,"0"
"1669",1669,1836,"taaYWCkUulZL56qZmS1VzQ","""Jack In The Box""",1,"Southeast",1395,3,12,"Restaurants;Fast Food",1432,"0"
"1670",1670,1838,"TAqpvnHOb9PGBqMRepk1Dw","""Starbucks""",1,"Eastside",1100,3.5,55,"Coffee & Tea;Food",3215,"0"
"1671",1671,1839,"tBLHU0-_-2nhypyfc2sR2A","""KFC""",1,"Sunrise",1000,1.5,23,"Fast Food;Restaurants;Chicken Wings",2844,"0"
"1672",1672,1841,"tcJxTYHmcvENebzdpoailQ","""Subway""",1,"Summerlin",1872.5,5,3,"Restaurants;Sandwiches;Fast Food",875,"0"
"1673",1673,1842,"tcnGHnLRyDmKviWLNFfGcA","""Long John Silver's""",1,"Centennial",1350,1.5,37,"Restaurants;Seafood;Fast Food",2185,"0"
"1674",1674,1843,"TCWMgOiV0PxQkWE1SyBIWQ","""Nobu""",1,"Eastside",1375,4,938,"Japanese;Restaurants;Sushi Bars",4896,"0"
"1675",1675,1844,"tCYAxj5_pV4RnDpe3_5VpA","""Sushi Bomb""",1,"Northwest",1300,4,366,"Restaurants;Sushi Bars;Japanese",3551,"0"
"1676",1676,1845,"TDL9WXyjmBGGxl9yfbQ89w","""FUWA Teppanyaki Grill""",1,"Southeast",1395,3.5,14,"Japanese;Restaurants",1573,"0"
"1677",1677,1846,"TdoLDxiqDKbk_lmni5nu6A","""Gerardo's Tacos""",1,"Northwest",1330,4.5,41,"Restaurants;Mexican",968,"0"
"1678",1678,1847,"TDTASGFy_aGp6vy0i23mDA","""Jack in the Box""",1,"Southeast",855,3,30,"Restaurants;Fast Food",3074,"0"
"1679",1679,1848,"tEaW0zgsYihSTjysrpXaWg","""Nielsen's Frozen Custard""",1,"Southeast",1395,4.5,413,"Food;Ice Cream & Frozen Yogurt",4050,"0"
"1680",1680,1849,"Tefx_N6A6nrsdj4jHHnbYg","""Le Petit Café & Bakery""",1,"Spring Valley",1475,4.5,142,"Bakeries;Restaurants;French;Food;Cafes;Themed Cafes",961,"0"
"1681",1681,1850,"TeggG3duunpoy__1Y2SAyQ","""Aloha Kitchen""",1,"University",855,3.5,350,"Hawaiian;Restaurants",4424,"0"
"1682",1682,1852,"TfabYPasZ1oOMN6JLa-yvw","""India Palace""",1,"Eastside",1375,4,694,"Indian;Restaurants",4336,"0"
"1683",1683,1853,"TgEKtJGC-cN9rrCKgSDx8g","""Froggies Snow Cone Shack""",1,"Southeast",1300,4.5,11,"Desserts;Shaved Ice;Food",1313,"0"
"1684",1684,1854,"TgO5PfMmGVmR737ZNyLKjA","""Bella's Traveling Tea Party""",1,"Southeast",1300,5,4,"Party & Event Planning;Tea Rooms;Food;Event Planning & Services;Caterers;Coffee & Tea",750,"0"
"1685",1685,1855,"tgXiIcCoKYfg-hm8yLxenQ","""In-N-Out Burger""",1,"Sunrise",1000,4,63,"Fast Food;Restaurants;Burgers",3778,"1"
"1686",1686,1857,"TiGaN6511lg_SgO2U75_FA","""Subway""",1,"Downtown",1100,2.5,7,"Sandwiches;Fast Food;Restaurants",3202,"0"
"1687",1687,1858,"tIRn9YlrJ4Y5IyHzY72i9A","""Subway""",1,"The Lakes",1400,3,22,"Sandwiches;Fast Food;Restaurants",2943,"0"
"1688",1688,1859,"TIUd6XX7-hF6EPF2NowMsA","""Subway""",1,"Southeast",1395,4,5,"Fast Food;Sandwiches;Restaurants",2274,"0"
"1689",1689,1860,"tJ9-u9MfpVbX4X2miIJ71w","""Hokkaido Teppanyaki Steak House""",1,"South Summerlin",1872.5,4,145,"Sushi Bars;Restaurants;Japanese;Teppanyaki;Steakhouses;Seafood",3743,"1"
"1690",1690,1862,"tkdolOWoZ9KIYP-PETvYWA","""Jersey Mike's Subs""",1,"Southeast",855,3.5,68,"Restaurants;Sandwiches;Delis;Food;Fast Food",2009,"0"
"1691",1691,1863,"TKZ-6ejNjM_PdKdM4n5bDw","""PT's""",1,"Sunrise",1000,2.5,35,"American (New);Restaurants;Bars;Sports Bars;Nightlife;Pubs",3438,"1"
"1692",1692,1864,"tlZmJBQ9UWkaI0Zce_KFhg","""T-Bird Lounge & Restaurant""",0,"Southeast",1395,3.5,107,"Bars;Nightlife;American (Traditional);Restaurants",4223,"1"
"1693",1693,1865,"tMYYSWyTppDcF070Hmy-kQ","""Blue Ribbon Fried Chicken - Downtown Summerlin""",0,"South Summerlin",1872.5,3.5,377,"Chicken Shop;American (New);Restaurants;Chicken Wings;Fast Food",1403,"1"
"1694",1694,1866,"TN89zi12H1TXgFoELFCE4w","""1923 Bourbon & Burlesque""",1,"The Strip",855,3.5,77,"Bars;Venues & Event Spaces;Event Planning & Services;American (Traditional);Cocktail Bars;Nightlife;Arts & Entertainment;Restaurants;Music Venues",1814,"1"
"1695",1695,1867,"TnaNION9PogHP1kfsMghDQ","""Capriotti's Sandwich Shop""",1,"Southeast",855,4,71,"Sandwiches;Restaurants",2196,"0"
"1696",1696,1868,"Tnia3DIsEgc8nVPNnTRj7Q","""Bona Pizza""",1,"Eastside",1375,2,13,"Restaurants;Pizza",1768,"0"
"1697",1697,1869,"TNjlLA1DdH75TX_J_XQSRw","""Cuban Sylvain Bakery""",1,"Eastside",1100,4,24,"Cuban;Pizza;Food;Restaurants;Bakeries",1738,"0"
"1698",1698,1871,"TNuKK8cSEm6i1nGKCQvL5Q","""La bonita de michoacan""",1,"Westside",1100,3,4,"Desserts;Food",637,"0"
"1699",1699,1872,"TOrphxql7UfJ77vXG4G4aQ","""Tipicos Centro America Restaurant""",1,"Sunrise",1025,3,8,"Restaurants;Mexican;Caribbean;Latin American;Seafood",3044,"1"
"1700",1700,1873,"tpAIHSaXCIVOfgWyrXVeUQ","""Alfredo's Patisserie""",0,"Chinatown",1225,4.5,8,"Cupcakes;Patisserie/Cake Shop;Food;Coffee & Tea;Bakeries",677,"0"
"1701",1701,1874,"tpCALADHTuBaCJNgAluj2w","""Roberto's Taco Shop""",1,"Southeast",855,3,58,"Mexican;Restaurants",2299,"0"
"1702",1702,1875,"TPsjAbLjbnqNZ8XEZMsd8A","""China Huts""",1,"Southwest",1450,3.5,7,"Chinese;Restaurants",636,"0"
"1703",1703,1876,"Tq032toLj_WQY3e7P3aQ8A","""IHOP""",1,"Centennial",1350,3.5,68,"Breakfast & Brunch;American (Traditional);Restaurants;American (New)",3185,"1"
"1704",1704,1877,"TRe0u0yJ4eeEaSzDKQmIDA","""Port of Subs""",1,"Spring Valley",1300,4,28,"Sandwiches;Delis;Restaurants",3726,"0"
"1705",1705,1878,"TrGBHqHVzJM5tk2C1D1ctQ","""The Sandwich Spot""",0,"Northwest",1300,4.5,321,"Delis;Cafes;Sandwiches;Restaurants",1560,"0"
"1706",1706,1879,"tro-hrljuY1cUAVFYauTlQ","""In-N-Out Burger""",1,"University",855,4.5,275,"Burgers;Restaurants;Fast Food",4411,"1"
"1707",1707,1880,"tSbs8i_9Hlaommupjgn63Q","""Panda Express""",1,"Sunrise",1000,3,14,"Chinese;Fast Food;Restaurants",2931,"0"
"1708",1708,1881,"TSNvD7vyrknurZ8H05iyVQ","""Port of Subs""",1,"Southeast",855,2,8,"Sandwiches;Delis;Restaurants",894,"0"
"1709",1709,1882,"TspQ9jCczz436RiJHJQYZw","""Fresh Kabob""",1,"Southeast",855,4,203,"Mediterranean;Restaurants",2395,"0"
"1710",1710,1883,"tstimHoMcYbkSC4eBA1wEg","""Maria's Mexican Restaurant & Bakery""",1,"Sunrise",995,4.5,152,"Mexican;Restaurants;Patisserie/Cake Shop;Bars;Food;Nightlife",3310,"0"
"1711",1711,1884,"TT658qQinO6MBHP9q7rJ8w","""Lola's A Louisiana Kitchen""",1,"Summerlin",1510,4,374,"Restaurants;Cajun/Creole",1668,"0"
"1712",1712,1885,"tthhJbshogN6gxy3fMp58g","""Cabo Wabo Cantina""",1,"Southeast",855,3.5,4,"Restaurants;Burgers",2580,"1"
"1713",1713,1886,"TU2Vt9nRhVSBMVTAivy9Ug","""Coney Island Gourmet Hotdogs""",1,"Eastside",1375,3.5,19,"Restaurants;Hot Dogs",1734,"0"
"1714",1714,1887,"TUpyKJFqL_ySZMo54pT-Sw","""La Flor De Michoacan Restaurant""",1,"Sunrise",995,4,44,"Food;American (New);Mexican;Ice Cream & Frozen Yogurt;Juice Bars & Smoothies;Restaurants",2789,"1"
"1715",1715,1888,"TUrQG_XfJA_kCOSN0oUbTQ","""Smashburger""",1,"Southeast",1395,3.5,145,"Burgers;Restaurants",2090,"1"
"1716",1716,1889,"Tv3YzCxzf-JWQAiXNkUrMQ","""Papa Murphy's""",1,"Southwest",1450,3.5,11,"Pizza;Restaurants;Salad;Gluten-Free",794,"0"
"1717",1717,1890,"tvu6MBZKZKHz17cbF1zIZA","""Pho Khong Ten""",0,"Southwest",1450,4,46,"Vietnamese;Restaurants",653,"0"
"1718",1718,1891,"tVW7pefO8xIgWMF86oVhKQ","""Firehouse Subs""",1,"Spring Valley",1100,4,100,"Delis;Restaurants;Fast Food;Sandwiches",2686,"0"
"1719",1719,1892,"TW58a4UkMcksdfQ7znUqsA","""Doh Korean BBQ""",1,"Southwest",1450,4,308,"Restaurants;Barbeque;Korean",1211,"0"
"1720",1720,1893,"txeee1LquHOaroqXodi4UQ","""Little Caesars Pizza""",1,"Eastside",1375,2,7,"Pizza;Restaurants",3039,"0"
"1721",1721,1894,"txgJVBK5FpZK3BOh7CPheg","""Bowlology""",1,"Southeast",1395,3.5,47,"Poke;Food;Juice Bars & Smoothies;Acai Bowls",799,"0"
"1722",1722,1895,"tXqaK0lBEE1XJbzDPsdFvg","""Farmer Boys""",1,"Spring Valley",1100,3.5,230,"American (Traditional);Restaurants;Breakfast & Brunch;Mexican;Burgers;Sandwiches;Salad",3338,"1"
"1723",1723,1896,"Tyg2orO7RC9VL4zoooHS7g","""Rosati's Pizza""",1,"Southeast",1300,3.5,80,"Pizza;Restaurants;Food",3367,"0"
"1724",1724,1897,"TyikKXcjTFmhyFizuaU_FA","""Burger King""",1,"Northwest",1095,2,26,"Burgers;Restaurants;Fast Food",3054,"1"
"1725",1725,1898,"TZ0sFZnJi1w4CM0IcA4T6w","""Tacos Los Toritos""",1,"Eastside",1375,3.5,18,"Restaurants;Mexican",3847,"0"
"1726",1726,1899,"Tz3lmsFCS1e8rUkXuHW9mw","""IHOP""",1,"Sunrise",1000,2.5,44,"Restaurants;Breakfast & Brunch;American (New);American (Traditional)",2839,"1"
"1727",1727,1900,"tzWel0UC8ItdmPAY4zi6wA","""Popeyes Louisiana Kitchen""",1,"University",855,1.5,19,"Restaurants;Fast Food;Chicken Wings;American (Traditional)",1202,"1"
"1728",1728,1901,"U_svUGP1XhMTC0_GTZXpGA","""Mad Hatter Cupcakes""",1,"Spring Valley",1300,4,212,"Bakeries;Desserts;Food",4307,"0"
"1729",1729,1902,"u_yEzg8t42Yd8qT2yV7OrA","""Little Caesars""",1,"Northwest",1300,2.5,35,"Pizza;Restaurants",3719,"0"
"1730",1730,1903,"u-67zd1ImTv3EEr5kIdWrA","""House of Blues - Music Venue""",1,"The Strip",855,3.5,847,"Musicians;Cajun/Creole;Hotels & Travel;Event Planning & Services;Venues & Event Spaces;Hotels;Bars;Nightlife;American (New);Performing Arts;Restaurants;Music Venues;Arts & Entertainment",4842,"1"
"1731",1731,1904,"u2kQSydBjZkGyX5OWLQROA","""La Flor Es Michoacan""",1,"Eastside",855,4,20,"Restaurants;Ice Cream & Frozen Yogurt;Mexican;Food",1405,"0"
"1732",1732,1905,"u2wqrS4WenKSsuFsrLBGAA","""Franklin""",1,"The Strip",855,4,23,"Restaurants;Bars;Nightlife;Cocktail Bars",1681,"0"
"1733",1733,1906,"U474WrLuujw5z7rA0ksghg","""Marco's Pizza""",1,"Southeast",1395,4,7,"Pizza;Restaurants",513,"0"
"1734",1734,1907,"u4IDWradF0DQSdfiUNpS2Q","""Tasty Grill""",1,"Spring Valley",1300,4,94,"Chicken Wings;Restaurants;Burgers;Pizza;American (Traditional)",979,"1"
"1735",1735,1908,"U7xPpLet56Zhi5GDZNlmoA","""Round Table Pizza""",1,"Southeast",855,3.5,58,"Pizza;Buffets;Restaurants",3134,"0"
"1736",1736,1909,"UAMTM6LMA2on079oBMFBPQ","""Lazy Joe's Fish & Chips""",1,"Southwest",1450,3.5,288,"Mediterranean;Gluten-Free;Restaurants;Seafood;Fish & Chips",3530,"0"
"1737",1737,1910,"UaoOIiwPF_rp2BWYD-HkPQ","""Glaze Doughnuts""",1,"Spring Valley",1475,4.5,212,"Bakeries;Coffee & Tea;Food;Donuts",1288,"0"
"1738",1738,1911,"UB-xdWV_RpIQ9VfVB3WUTA","""Nevada Chicken Cafe""",1,"Spring Valley",1475,2.5,6,"Sandwiches;Restaurants;American (New);Wraps",522,"1"
"1739",1739,1912,"Ub8goFppwZkOGTpfoWF4JA","""Port of Subs""",1,"Southeast",855,4,27,"Sandwiches;Caterers;Delis;Restaurants;Event Planning & Services",3186,"0"
"1740",1740,1913,"UbjXRe-Ku_MWpX27vtIEFw","""Domino's Pizza""",1,"Centennial",1350,3,35,"Chicken Wings;Pizza;Fast Food;Burgers;Sandwiches;Restaurants",3141,"1"
"1741",1741,1914,"UcIrRf2mWgqqlg-HNoDl0A","""China One""",1,"Centennial",1350,3,211,"Chinese;Restaurants",3208,"0"
"1742",1742,1915,"UCpUOtvqR-NBWBNVMzJleA","""Blue Martini Lounge""",1,"Southeast",855,3.5,796,"Bars;Lounges;Restaurants;Nightlife;American (New)",4015,"1"
"1743",1743,1916,"UdC4xRKTFQPOhkc6vPVwvA","""Loose Caboose""",1,"Spring Valley",1300,3.5,8,"Restaurants",2257,"0"
"1744",1744,1917,"UDE4VL0k8Zrko7RkJ4agGQ","""Little Dumpling""",1,"Centennial",1450,3.5,97,"Thai;Restaurants;Chinese;Seafood",3816,"0"
"1745",1745,1918,"uDeycmwCy26ALJHeG3SsEA","""Buffalo Wild Wings""",1,"Centennial",1350,3,233,"Bars;Sports Bars;Restaurants;American (Traditional);Nightlife;Chicken Wings",4330,"1"
"1746",1746,1920,"UED302E-B2OyVr0mssARnA","""Panda Express""",1,"Spring Valley",1100,2.5,41,"Chinese;Fast Food;Restaurants",2846,"0"
"1747",1747,1921,"UeEzvTGkSyaHRvWTlZ1ISA","""Amazing Thai 2""",1,"Southwest",1250,3,14,"Thai;Restaurants",545,"0"
"1748",1748,1922,"UFcCwCkp9K5D8c03Pwi7sA","""Sin City Sushi""",1,"Southeast",1395,4,148,"Sushi Bars;Japanese;Restaurants",1233,"0"
"1749",1749,1923,"UFn1moo95-PBzi9wWt5FGg","""La Bocce""",1,"Southeast",855,4,111,"Italian;Restaurants",2180,"0"
"1750",1750,1924,"UGiMMw54qYxac0eE_cBbaA","""Sammy's Beach Bar & Grill""",1,"Southeast",1375,2.5,169,"Bars;Mexican;Sports Bars;Restaurants;American (New);Nightlife",3595,"1"
"1751",1751,1925,"ugLqbAvBdRDc-gS4hpslXw","""Yama Sushi""",1,"Eastside",855,4,1717,"Restaurants;Sushi Bars",4668,"0"
"1752",1752,1926,"UGy0QULAPPRcOUJQSiRmGQ","""Tropical Smoothie Cafe""",1,"Northwest",1300,3,84,"Juice Bars & Smoothies;Food",3360,"0"
"1753",1753,1927,"uHUcYpGlcdlu5m7oiZGY6w","""Max's Restaurant""",1,"University",855,3,345,"Restaurants;Seafood;Filipino;Breakfast & Brunch;Asian Fusion",2013,"0"
"1754",1754,1928,"UhyDVz7npxKUl9BfMpfmBw","""Frijoles and Frescas Grilled Tacos""",1,"Westside",1100,3.5,18,"Restaurants;Food Court;Mexican",859,"0"
"1755",1755,1929,"uI2lQHqS1Pkh1-EzgeD-ww","""Roma's Pizza""",1,"Eastside",1375,2.5,55,"Chicken Wings;Pizza;Restaurants;Sandwiches",1669,"0"
"1756",1756,1930,"UIDhcNNFxnQBwFlnCXql6g","""Jimmy John's""",1,"Anthem",1300,3,75,"Sandwiches;Restaurants",2110,"0"
"1757",1757,1931,"uiHyP1uOAzOPkOmnWhnW0A","""Roberto's Taco Shop""",1,"Southwest",1495,3,97,"Restaurants;Fast Food;Mexican",3181,"0"
"1758",1758,1932,"ujBk7cdEvo5FkD1e0Gzq1Q","""Dragon Wok""",0,"Northwest",1300,2.5,52,"Chinese;Restaurants",3934,"0"
"1759",1759,1935,"uke-ijDwYofkcv7-o_GqIA","""Subway""",1,"South Summerlin",1400,2.5,20,"Fast Food;Sandwiches;Restaurants",2827,"0"
"1760",1760,1936,"ULAz5fw2r3vm0N-_FTMzGg","""Goose Island Pub""",1,"Eastside",1375,3,51,"Gastropubs;Restaurants",1031,"0"
"1761",1761,1937,"UmfEj1Q2Ts0tTsC0LGs1Tw","""Stacks & Yolks""",1,"Northwest",1095,3,144,"Restaurants;Sandwiches;Breakfast & Brunch;Burgers;Salad",1025,"1"
"1762",1762,1938,"umlqVAh7P7BcNu--BFq5ow","""McDonald's""",0,"Northwest",1300,3,17,"Burgers;Food;Restaurants;Fast Food",1723,"1"
