"","business_id","name","neighborhood","address","postal_code","stars","review_count","categories","open_2019","american","age","chain"
"3173","S7K37lRlmeFu1WhlgB3zvQ","""Oliva Minimart & Cafeteria""","Southeast","""5725 S Pecos Rd, Ste D1""","89120",4.5,3,"Food;Sandwiches;Coffee & Tea;Juice Bars & Smoothies;Restaurants;Cafeteria",1,"0",636,FALSE
"3174","s7WZTJQxs5MR9HSHQyg7rw","""McCarran International Airport Terminal 1 - D""","Southeast","""5757 Wayne Newton Blvd""","89119",4.5,4,"Airport Terminals;Cafes;Restaurants;Hotels & Travel;Airports",1,"0",624,FALSE
"3175","s8Czlpw-XUfNERxKN_CmPQ","""Subway""","Spring Valley","""6181 S Rainbow Blvd""","89118",3,10,"Sandwiches;Restaurants;Fast Food",1,"0",2491,TRUE
"3176","S9CrHJJnns3cqdGca7mQWQ","""Chopstix""","Southeast","""430 E Silverado Ranch Blvd""","89183",3.5,98,"Restaurants;Chinese",1,"0",2107,TRUE
"3177","s9zNmeJIu83WVL56QNLD2A","""Panda Express""","Southwest","""4720 Blue Diamond Rd, Ste 1040""","89139",2.5,54,"Fast Food;Chinese;Restaurants",1,"0",3654,TRUE
"3178","sa_EQBaXY6c2QA3ApkfX8w","""The Coffee Bean & Tea Leaf""","The Strip","""3355 Las Vegas Blvd S""","89109",3,10,"Food;Bakeries;Coffee & Tea",1,"0",1462,TRUE
"3179","SAfuIUZMXrOnb3LWyvYjDA","""Jun's Korean Restaurant""",NA,"""8826 S Eastern Ave, Ste 113""","89123",3.5,254,"Korean;Restaurants",1,"0",4315,FALSE
"3180","SAIrNOB4PtDA4gziNCucwg","""Herbs & Rye""","Westside","""3713 W Sahara Ave""","89102",4,1155,"Bars;Cocktail Bars;Nightlife;Italian;Tapas Bars;Steakhouses;Restaurants",1,"1",3399,FALSE
"3181","SaL2YDKT96zHqxlaq7mJbw","""Porchlight Grille""","Westside","""8416 W Desert Inn Rd""","89117",4,90,"American (Traditional);Nightlife;Bars;Restaurants;Sports Bars",1,"1",3197,FALSE
"3182","SAYba72hNAaohnBN1f__aA","""The Grill""","Downtown","""217 Las Vegas Blvd""","89101",3,5,"American (Traditional);Restaurants;Cafes;Breakfast & Brunch",1,"1",1347,FALSE
"3183","sAZGdlYTp41UWEjHdeZrWg","""Cheba Hut""","Westside","""2550 S Rainbow Blvd, Ste 13""","89146",5,41,"Restaurants;American (Traditional);Sandwiches",1,"1",565,FALSE
"3184","sB1lPLICz4nrOuuqgLv50A","""Morton's The Steakhouse""","Eastside","""400 E Flamingo Rd""","89169",4,253,"Nightlife;Restaurants;Bars;Steakhouses;American (Traditional)",1,"1",4433,FALSE
"3185","sba0fwlKAZFGWWtsf5Jbwg","""Strip View Cafe""","Westside","""3225 S Rainbow Blvd, Ste 106""","89146",4.5,203,"Breakfast & Brunch;Food;Cafes;Juice Bars & Smoothies;Sandwiches;Coffee & Tea;Restaurants;Desserts;Internet Cafes",1,"0",1849,FALSE
"3186","sBZxxiJEuIFnSgQX4H6wpA","""Subway""","Spring Valley","""10140 W Tropicana Ave, Ste 121""","89147",2,5,"Restaurants;Sandwiches;Fast Food",1,"0",3162,TRUE
"3187","SCDCiS2_ZH4SBurMuPHicw","""Jamba Juice""","The Strip","""3200 Las Vegas Blvd, Space 1340""","89109",3,26,"Food;Juice Bars & Smoothies",1,"0",3059,TRUE
"3188","sd7Ci7gTC6Ia1cAIPcmDGw","""McDonald's""",NA,"""4321 W Flamingo Rd""","89103",1.5,6,"Burgers;Restaurants;Fast Food",1,"1",756,TRUE
"3189","Se-co1eXBho5A4YwMfKMIQ","""Griddlecakes""","Spring Valley","""6085 S Fort Apache, Ste 180""","89148",4,206,"Breakfast & Brunch;Salad;Restaurants;Sandwiches",1,"0",1310,TRUE
"3190","sE05glLpll9KPv3dcO79GQ","""Paradise Buffet & Cafe Restaurant""","Downtown","""200 Fremont St""","89101",2.5,363,"Buffets;Sushi Bars;Restaurants;Breakfast & Brunch",1,"0",4233,FALSE
"3191","sE5VWCcRZ_jzbmOdXEIj8w","""Monte Carlo Hotel and Casino Food Court""","The Strip","""3770 S Las Vegas Blvd S""","89109",2.5,6,"Food Court;Restaurants;Casinos;Arts & Entertainment",0,"0",1184,FALSE
"3192","sED2nCJYPWgjTK64_x9IRw","""Carl's Jr Restaurants""","Westside","""3866 W Sahara Ave""","89102",4,6,"Restaurants;Fast Food",1,"0",1996,TRUE
"3193","SEjyjYlMfFFzkHaru6JadA","""Ricardo's Mexican Restaurant""",NA,"""4930 W Flamingo Rd""","89103",3.5,400,"Restaurants;Mexican",1,"0",4181,FALSE
"3194","SeMgnNW76ob86w0_h62iVQ","""Marie Callender's Restaurants & Bakeries""",NA,"""3081 N Rainbow Blvd""","89108",3,69,"Food;Bakeries",1,"0",3432,TRUE
"3195","SEMvJDVnDB4NoPW6tXXO_Q","""Goong Korean BBQ Restaurant""","Southwest","""7729 S Rainbow Blvd""","89139",4.5,386,"Korean;Restaurants;Barbeque",1,"0",1119,FALSE
"3196","SeNOJ2zYHziptxLuiRINLg","""Lago""","The Strip","""3600 S Las Vegas Blvd""","89109",4,675,"Italian;Restaurants;Tapas/Small Plates",1,"0",1473,FALSE
"3197","sEu1Xo9EmK3_DUyoLLp_Fg","""The Walking Gourmet""",NA,"""500 N Rainbow Blvd, Ste 300""","89107",4,10,"Hotels & Travel;Food;Tours",1,"0",2473,FALSE
"3198","SFaCcwpIKjrpnT1IjzEDdg","""Jerusalem Grill & Bar""",NA,"""4825 W Flamingo Rd""","89103",4,210,"Mediterranean;Restaurants;Kosher;Tapas Bars",1,"0",3062,FALSE
"3199","SFaIhuHpxnM0PJLQB1uAHw","""Soho Sushi Burritos""","University","""4505 S Maryland Pkwy""","89154",3.5,21,"Japanese;Asian Fusion;Restaurants;Mexican",1,"0",871,FALSE
"3200","SgGsN9Uc8bSkE0p5IAkMAQ","""Subway""","The Strip","""3791 Las Vegas Blvd S""","89109",2,17,"Fast Food;Sandwiches;Restaurants",1,"0",3609,TRUE
"3201","sghGLUOAC_WGEWmv-mZReQ","""Burger King""","Sunrise","""1915 N Nellis Blvd""","89115",1.5,3,"Restaurants;Burgers;Fast Food",1,"1",992,TRUE
"3202","SgSVJWgMwFteYyz4OlHu9Q","""Bambino's East Coast Pizzeria""","The Lakes","""2555 S Durango Dr""","89117",4.5,245,"Sandwiches;Pizza;Restaurants;Caterers;Italian;Event Planning & Services",1,"0",2993,FALSE
"3203","sHPrepHE7L4sV5Dd3SovSg","""Bonanno's New York Pizzeria""","The Strip","""3950 S Las Vegas Boulevard, Mandalay Bay""","89119",2.5,10,"Pizza;Restaurants",1,"0",1691,TRUE
"3204","siuAD-vFRYAjozc332wq3g","""Americana""","Summerlin","""2620 Regatta Dr, Ste 118""","89128",4.5,160,"American (Traditional);Lounges;American (New);Restaurants;Steakhouses;Nightlife;Bars",1,"1",888,FALSE
"3205","sJ8B4Lq6AY-m5dzIbDNgyQ","""McDonald's""","Southeast","""7310 Las Vegas Blvd S""","89123",2,49,"Burgers;Restaurants;Fast Food",1,"1",2766,TRUE
"3206","sJBem81QF7l_43aF7xtLYQ","""Crêpe Station""","Westside","""4664 W Charleston Blvd""","89102",4,106,"Juice Bars & Smoothies;Food;Restaurants;Desserts;Creperies;Coffee & Tea",1,"0",1365,FALSE
"3207","sjO0HUb3VdYGQdHxrTnKUw","""Del Taco""",NA,"""4380 N Nellis Blvd""","89115",3,5,"Mexican;Restaurants",1,"0",2096,TRUE
"3208","SJU-jRAZS0cXoBGUjX5GUg","""Jumping Rice & Rolls""","Spring Valley","""9484 W Flamingo Rd, Ste 175""","89147",4,255,"Asian Fusion;Restaurants",0,"0",1842,FALSE
"3209","SJVrnBT80VtUScxxIofB-A","""Foods 2 Go""",NA,"""5000 S Decatur Blvd, Ste 1""","89103",3.5,16,"Chinese;Restaurants",1,"0",2537,FALSE
"3210","sKA6EOpxvBtCg7Ipuhl1RQ","""Sapporo Revolving Sushi""","Chinatown","""4671 Spring Mountain Rd""","89102",4.5,31,"Restaurants;Japanese;Conveyor Belt Sushi;Seafood;Sushi Bars",1,"0",504,FALSE
"3211","sKhDrZFCJqfRNylkHrIDsQ","""Starbucks""","Summerlin","""1990 Village Center Cir""","89134",4,68,"Food;Coffee & Tea",1,"0",4499,TRUE
"3212","SknYYIK1rBNgYqNl4tYUPA","""Marias Taco Shop""","Southeast","""7380 S Eastern Ave, Ste 118""","89123",3.5,31,"Restaurants;Mexican",1,"0",2914,FALSE
"3213","SktLID5_ywSlgVE-h3NB3Q","""China A GoGo""","Southwest","""7435 S Durango Dr, Ste 105""","89113",3,116,"Restaurants;Chinese",1,"0",4226,FALSE
"3214","slcFHhB1qCQzGHRtrDhvVw","""PT's Gold""",NA,"""3835 W Martin Ave""","89118",3.5,9,"Nightlife;Pubs;Bars;Restaurants;American (Traditional)",1,"1",674,TRUE
"3215","SLVjLgWfUqgaXtmc0wmLiw","""PT's""","Eastside","""2300 E Desert Inn Rd, Ste 8""","89169",3,12,"Nightlife;American (New);Sports Bars;Restaurants;Bars;Pubs",1,"1",1600,TRUE
"3216","slVkMoNTCGI2rOhMaL5u5A","""Berry Blendz""",NA,"""7175 W Lake Mead Blvd, Ste 140""","89128",4,132,"Food;Juice Bars & Smoothies",0,"0",3963,FALSE
"3217","SLx-vB9LnRtC83oAeVdAuA","""A18 I Love Crab & Karaoke""","Chinatown","""5115 Spring Mountain Rd, Ste 228""","89146",4.5,66,"Bars;Seafood;Restaurants;Nightlife;Korean;Karaoke;Asian Fusion;Cajun/Creole",0,"0",954,FALSE
"3218","slx9qstc2U2Tc4s7dzbbBg","""Basil 'n Lime""","Spring Valley","""3665 Ft Apache Rd, Ste 100""","89147",3.5,180,"Restaurants;Thai",1,"0",4282,FALSE
"3219","sm-VYzJ-BYaHx2DUeLkLaA","""Starbucks""","Westside","""221 N Rampart Blvd""","89145",4,5,"Coffee & Tea;Restaurants;Food",1,"0",1295,TRUE
"3220","Sm2k1ijcnK17Ro5paN2_qQ","""Grand Pizza""","Northwest","""6731 W Alexander Rd""","89108",4,143,"Fast Food;Restaurants;Italian;Pizza",1,"0",1119,FALSE
"3221","sm9d8q9DJW6OVKeDlVUVKA","""Hazel M Wilson Dining Commons""","University","""4505 S Maryland Pkwy""","89119",3,7,"Buffets;Restaurants",1,"0",2766,FALSE
"3222","SmkGXa3XVZTXV04IcBkwLg","""Jimmy John's""","Downtown","""2204 W Charleston Blvd""","89102",3.5,73,"Delis;Restaurants;Food;Sandwiches;Food Delivery Services",1,"0",4261,TRUE
"3223","SMRg_KiTXeUb6xYlB98ocQ","""Neonopolis""","Downtown","""450 Fremont St""","89101",2.5,33,"American (New);Arts & Entertainment;Restaurants;Shopping Centers;Shopping;Cinema",1,"1",4630,FALSE
"3224","sN-EtbzAnEI9ilHruasd9w","""Tennesseasonings""","Southwest","""7315 W Warm Springs Rd""","89113",3.5,51,"Southern;Food;Desserts;Barbeque;Restaurants;Smokehouse",0,"0",763,FALSE
"3225","SNc3-bV7preAPifzE4asNA","""El Pollo Loco""","Sunrise","""4011 E Charleston Blvd""","89104",1.5,6,"Restaurants;Mexican",1,"0",1690,TRUE
"3226","sNn7E_l6jb2WXyzUd-j7Kw","""Wendy's""","Westside","""1151 S Rainbow Blvd""","89146",2,26,"Restaurants;Fast Food;Hot Dogs;Burgers",1,"1",2741,TRUE
"3227","sNVGdeOPeitJ3OWUQBINzQ","""BabyStacks Cafe""","Spring Valley","""4135 S Buffalo Dr, Ste 101""","89147",4,1169,"American (Traditional);Breakfast & Brunch;Cafes;Restaurants",1,"1",2641,TRUE
"3228","So132GP_uy3XbGs0KNyzyw","""Casa Di Amore""","Eastside","""2850 E Tropicana Ave""","89121",4.5,676,"Restaurants;Pizza;Seafood;American (New);Salad;Italian",1,"1",4468,FALSE
"3229","Sovgwq-E-n6wLqNh3X_rXg","""Lindo Michoacan""","Eastside","""2655 E Desert Inn Rd""","89121",4,957,"Mexican;Restaurants",1,"0",4514,TRUE
"3230","sOYsxYYFl03PhHmz_rBDZQ","""The Sparklings""","Southwest","""8310 S Rainbow Blvd, Ste 100""","89139",4,705,"American (New);Restaurants",1,"1",2014,FALSE
"3231","spCzs32TMQpRCJbJfArZng","""IKEA - Cafe""","Spring Valley","""6500 Ikea Way""","89148",3.5,115,"Cafeteria;Restaurants",1,"0",1065,FALSE
"3232","sPd9YmvS6eSWzTvqowcBXA","""Tropical Smoothie Cafe""","Eastside","""4503 Paradise Rd, Ste 310""","89169",3.5,14,"Breakfast & Brunch;Restaurants;Sandwiches;Food;Juice Bars & Smoothies",1,"0",724,TRUE
"3233","SpeZAJN0ACO_m3Z4mcqwpA","""Social Life Pizza""","The Strip","""3355 S Las Vegas Blvd""","89109",3.5,61,"Restaurants;Pizza;Bars;Food;American (Traditional);Nightlife",1,"1",1879,FALSE
"3234","sppmLnZKcbQ6cR2JIFL84g","""Pan Asian Express""","The Strip","""Flamingo Hotel and Casino, 3555 Las Vegas Blvd S""","89109",1.5,21,"Restaurants;Pan Asian;Asian Fusion;Chinese",1,"0",1745,TRUE
"3235","SQ8Tkavc4TJj-2kanEDzLg","""Red Rock Pizza""","Summerlin","""8455 W Lake Mead Blvd""","89128",3.5,148,"Chicken Wings;Italian;Restaurants;Pizza",1,"0",4382,FALSE
"3236","SQEzO0MiY6-M1VwbYcbWtg","""The Lodge Coffee House & Tavern""","Spring Valley","""5745 S Durango Dr""","89113",4,116,"Coffee & Tea;Restaurants;Cocktail Bars;Casinos;Breakfast & Brunch;Arts & Entertainment;Bars;Nightlife;Food;Cafes",1,"0",2138,FALSE
"3237","SQHhAQi-sGqKRMFDlTbR5w","""Wingstop""","Westside","""903 South Rainbow Blvd""","89145",3.5,51,"Chicken Wings;Restaurants",1,"0",1069,TRUE
"3238","sQMYpoH3d_m0LKpaeRBNRA","""Neiman Marcus Mariposa Restaurant""",NA,"""3200 Las Vegas Blvd S, Ste 100""","89109",4.5,7,"Restaurants;French",1,"0",1694,FALSE
"3239","sqRX-XLlhx4rs2c1TpBf8A","""Raku""","Chinatown","""5030 Spring Mountain Rd, Ste 2""","89146",4.5,1307,"Seafood;Desserts;Japanese;Restaurants;Food",1,"0",3981,FALSE
"3240","SqVIolLCBmQYyKeai3pCTg","""McDonald's""","Southwest","""6915 Blue Diamond Rd""","89178",1.5,38,"Burgers;Fast Food;Restaurants",1,"1",3077,TRUE
"3241","SqxIx0KbTmCvUlOfkjamew","""Thai Style Noodle House""","Summerlin","""2267 N Rampart Blvd""","89134",4,303,"Restaurants;Vegan;Thai",1,"0",2338,TRUE
"3242","Sr-TfSJOxrcnByDPeAzQLQ","""fresh52""",NA,"""9480 S Eastern Ave""","89123",3.5,66,"Food;Farmers Market",1,"0",3259,FALSE
"3243","SS4HgxPnEgF3cFPQFNDI1g","""Charlie's Cheesesteak Deli""",NA,"""4575 Boulder Hwy""","89121",4,13,"Cheesesteaks;Restaurants;Delis;Chicken Wings",1,"0",1801,FALSE
"3244","Ssa6XY_RdDRRB9wuVIeIWw","""Hedary's Mediterranean Restaurant""","Westside","""7365 W Sahara Ave, Ste K""","89117",4.5,234,"Lebanese;Greek;Middle Eastern;Restaurants;Mediterranean",1,"0",4402,FALSE
"3245","ssksLNNDZZfh_ydI78kDfg","""J & J Szechuan Cuisine川味坊""","Chinatown","""5700 Spring Mountain Rd, Ste A""","89146",3,70,"Chinese;Restaurants;Szechuan",1,"0",4225,FALSE
"3246","sSmt7JFTDNCcK1KfMVO2hw","""Mickie Finnz""","Downtown","""425 Fremont St, Ste 120""","89101",2.5,224,"Music Venues;Restaurants;Bars;Burgers;Nightlife;Seafood;Arts & Entertainment;Lounges",1,"1",4437,FALSE
"3247","SsN-SaGGkJn2Qm-jSDQ4aQ","""Trevi""","The Strip","""3500 S Las Vegas Blvd""","89109",3.5,771,"Pizza;American (Traditional);Restaurants;Ice Cream & Frozen Yogurt;Italian;Food",1,"1",4388,FALSE
"3248","ST-IVOkIRq-DAyTD0e9DKw","""Manila Sunshine Restaurant""","Downtown","""1428 E Charleston Blvd""","89104",3.5,3,"Restaurants;Filipino",1,"0",3734,FALSE
"3249","StNAnvyhVISULAFmO_Ke1Q","""Great Links Brewhouse & Grill""","Northwest","""6010 W Craig Rd, Ste 110""","89130",4,346,"Sandwiches;Restaurants;Hot Dogs;Diners;Burgers;American (Traditional)",1,"1",4059,FALSE
"3250","stNlfaeBITkyGmHn8oRwvg","""Venice Pizza & Subs""","Eastside","""4080 Paradise Blvd""","89169",1.5,36,"Sandwiches;Italian;Delis;Restaurants;Fast Food;Pizza",1,"0",4034,FALSE
"3251","SU56w479vUfFHsvmvQIf7A","""India Oven""","Eastside","""1040 E Flamingo Rd""","89119",3.5,142,"Indian;Restaurants;Pakistani",0,"0",4188,FALSE
"3252","SUd3IyEN7n5OYEGyt_U5lg","""Jefe's Taco Shop""","Northwest","""5700 Sky Pointe Dr""","89130",4.5,363,"Fast Food;Restaurants;Breakfast & Brunch;Mexican",1,"0",1410,FALSE
"3253","suFSckaQV8NmND7dytpf4w","""Kabob Korner""","Eastside","""730 E Flamingo Rd, Ste 7""","89119",3.5,97,"Bars;Restaurants;Nightlife;Hookah Bars;Pakistani;Halal;Mediterranean",1,"0",1516,FALSE
"3254","suLXZUWsh53kzoTVnO4gng","""Sonic Drive-In""","Westside","""6455 W Sahara Ave""","89146",3,83,"Restaurants;American (Traditional);Fast Food",1,"1",3923,TRUE
"3255","sUMi2q41l4AzOsmJMRY8zQ","""Del Mar Deli""","Southeast","""9777 Las Vegas Blvd S""","89183",3.5,119,"Delis;Sandwiches;Restaurants;Breakfast & Brunch",1,"0",3262,FALSE
"3256","suQugTjSMYMIrK5fAabC_Q","""Roberto's Taco Shop""","University","""1220 E Harmon Ave""","89119",3.5,105,"Restaurants;Fast Food;Mexican",1,"0",4420,TRUE
"3257","SuSZA8dQsGF3lerbeQ_dlA","""Haagen Dazs""","The Strip","""3770 Las Vegas Blvd S""","89109",3.5,5,"Ice Cream & Frozen Yogurt;Food",1,"0",3639,FALSE
"3258","SUTTl_NCJb5JYdlMBnuVxg","""Wetzel's Pretzels""",NA,"""3700 Flamingo, #18""","89103",3.5,13,"Pretzels;Food",1,"0",3757,TRUE
"3259","SuugmVDsQ8YhfdOJYSuSmw","""Outback Steakhouse""","The Strip","""3411 Las Vegas Blvd S""","89109",3.5,164,"Steakhouses;Restaurants",1,"1",4584,TRUE
"3260","svdEhLmNmpVaIv1WLtoOvQ","""Tacos & Beer""","Eastside","""3900 Paradise Rd, Ste A""","89169",4,846,"Latin American;Restaurants;Tapas/Small Plates;Nightlife;Mexican;Bars;Cocktail Bars",1,"1",1838,FALSE
"3261","SVGApDPNdpFlEjwRQThCxA","""Juan's Flaming Fajitas & Cantina""","Spring Valley","""9640 W Tropicana, Ste 101""","89147",4.5,1210,"Restaurants;Bars;Nightlife;Mexican",1,"0",2242,FALSE
"3262","sVrkLeKlDfCKjQWfcHVqrg","""Popeyes Louisiana Kitchen""",NA,"""2421 W Bonanza Rd""","89106",2,29,"Restaurants;Fast Food;Chicken Wings",1,"0",3471,TRUE
"3263","SVtv-HglZotLo64QMWtQfA","""Wingstop""","Downtown","""1124 E Charleston Blvd, Ste D""","89104",4.5,14,"American (New);Restaurants;Chicken Wings",1,"1",696,TRUE
"3264","SVUxmYs6_TvX5kWv0ok-MA","""No. 1 Boba Tea""","Southeast","""9711 S Eastern Ave, Ste H-12""","89183",4,269,"Coffee & Tea;Food;Bubble Tea;Juice Bars & Smoothies",1,"0",2966,TRUE
"3265","SwAZBCyFtVo_8vkRbJhdkA","""Culinary Dropout""","Eastside","""4455 Paradise Rd""","89169",4,800,"Restaurants;American (New);Nightlife;Fondue;Venues & Event Spaces;Event Planning & Services;Bars",1,"1",2433,FALSE
"3266","SwR7N8LjiSb0d4GWCCIKdA","""Pho Hanh Thy""","Spring Valley","""9575 W Tropicana Ave, Ste 1""","89148",3.5,22,"Restaurants;Vietnamese",1,"0",614,FALSE
"3267","SwrRrGM-clSCBqC9aZJ1KQ","""McCall's Heartland Grill""","The Strip","""2000 Las Vegas Blvd S""","89104",3.5,122,"American (Traditional);Restaurants;Bars;Seafood;Nightlife;Steakhouses",1,"1",2358,FALSE
"3268","swtA5YoSGm0V5esQuDm2NQ","""Social""",NA,"""4321 W Flamingo Rd""","89103",4,19,"Event Planning & Services;Hotels;Nightlife;Lounges;Resorts;Hotels & Travel;Steakhouses;Bars;Restaurants",0,"1",2267,FALSE
"3269","SWZ7Gv80ozoYy4DWKCw48g","""Carpe Diem""","Southwest","""8180 Blue Diamond Rd, Ste 120""","89178",5,91,"Food;Juice Bars & Smoothies;Poke",1,"0",956,FALSE
"3270","sxNMGQwUuaDsviR4BtuX0g","""Rolled Ice Cream""","Spring Valley","""9484 W Flamingo Rd, Ste 165""","89147",4,511,"Ice Cream & Frozen Yogurt;Food;Desserts",1,"0",873,TRUE
"3271","SXyGMj1rBHauU_MMLEsUfw","""Little Caesars Pizza""",NA,"""1967 N Decatur Blvd, Ste H-2""","89108",1.5,14,"Restaurants;Pizza;Fast Food",1,"0",1824,TRUE
"3272","SXzJL5egnVXurANcg-G28A","""Little Caesars Pizza""","Southwest","""7375 S Durango Dr, Ste 105, Rhodes Ranch Town Ctr""","89113",1.5,116,"Restaurants;Pizza",1,"0",2675,TRUE
"3273","SycXTaA4MeJZuDK4Y1owDQ","""Islands Restaurant""","Summerlin","""10810 W Charleston Blvd""","89135",3.5,248,"Nightlife;Burgers;American (Traditional);Bars;Restaurants;Sports Bars",1,"1",4327,FALSE
"3274","sYfHxCqHpIX2HnDhw0JRAA","""Ohjah Japanese Steakhouse Sushi & Hibachi""","Southwest","""8595 S Decatur Blvd, Ste 104""","89139",4,456,"Sushi Bars;Restaurants;Steakhouses;Japanese",1,"1",2727,FALSE
"3275","sZ3AWH6WPq38fEKijvl9vA","""Express Pizza""","Southeast","""415 E Windmill Ln""","89123",3,41,"Pizza;Restaurants",1,"0",2813,FALSE
"3276","SzB85-8tmDEvoapZSDTBkQ","""Roberto's Taco Shop""",NA,"""5335 S Decatur Blvd""","89118",3.5,171,"Mexican;Fast Food;Restaurants",1,"0",4589,TRUE
"3277","SzBpr6or7BQcjc-e3ARLjw","""Greens and Proteins""","Spring Valley","""6375 S Rainbow Blvd""","89118",4,170,"Breakfast & Brunch;Restaurants;Sandwiches",1,"0",1384,TRUE
"3278","SZD6OTT1cc-ZznfAoyKudw","""Culichi Town""",NA,"""2400 N Rancho Dr""","89130",3.5,9,"New Mexican Cuisine;Mexican;Sushi Bars;Restaurants;Seafood",1,"0",512,FALSE
"3279","SZEFE5hL7aN5nM-A44iPwQ","""Prime""","The Strip","""3600 S Las Vegas Blvd""","89109",4,772,"Restaurants;Nightlife;Steakhouses;Bars",1,"1",4749,FALSE
"3280","SzhD5J80IhpyeBftzQ950Q","""El Pollo Loco""","Sunrise","""4011 E Charleston Blvd""","89104",4,12,"Mexican;Restaurants;Fast Food",1,"0",2602,TRUE
"3281","szL4LjaGZpmsLjQ5ALmaQA","""Starbucks""","Southwest","""10520 Southern Highlands Pkwy, Ste A""","89141",2.5,138,"Coffee & Tea;Food",1,"0",3985,TRUE
"3282","sZsJooAzpKqOvDysphkqpQ","""Pop Up Pizza""","Downtown","""1 S Main St""","89101",4,278,"Vegan;Restaurants;Pizza",1,"0",2541,FALSE
"3283","SzzrUeJGnl_LQAJXMK8wQw","""Omoide Noodles & Bowls""","Southwest","""7745 S Rainbow Blvd""","89139",3.5,295,"Noodles;Ramen;Japanese;Soup;Restaurants",1,"0",1443,FALSE
"3284","T_vPBF3WRyHoNXrr86ZhkQ","""Hibachi Grill & Supreme Buffet""","Sunrise","""313 N Nellis Blvd""","89110",3,94,"Sushi Bars;Chinese;Restaurants;Buffets",1,"0",1835,FALSE
"3285","t_xXPh62lfkPc_wgF-Iasg","""Cake Designs""","Westside","""6985 W Sahara, Ste 111""","89117",4.5,43,"Bakeries;Food;Custom Cakes",1,"0",3489,FALSE
"3286","T-eEjmbEeQ53ezioW_9vxQ","""Phil's Italian Steak House""","The Strip","""3300 Las Vegas Blvd S""","89136",3,146,"Steakhouses;Nightlife;Restaurants;Bars",1,"1",4652,FALSE
"3287","T-xnbRI5waBsqukYLed82A","""Ding Tea Las Vegas""","Chinatown","""4725 Spring Mountain Rd, Ste F""","89102",4,35,"Coffee & Tea;Food;Ice Cream & Frozen Yogurt;Bubble Tea",1,"0",547,FALSE
"3288","T00dMi_gQdyQkE9GKJFVSQ","""Taco Bell""","Westside","""2351 Ft. Apache""","89117",2.5,34,"Mexican;Tex-Mex;Restaurants;Fast Food",1,"0",2994,TRUE
"3289","T0NKethAB-FFR05EeZCzuA","""Burger King""","Centennial","""6780 N Durango Dr""","89149",1.5,56,"Fast Food;Restaurants;Burgers",1,"1",3173,TRUE
"3290","T0Uw6vwwfO3el29wBoDamQ","""Pink's Hot Dogs""","The Strip","""3667 Las Vegas Blvd S""","89109",3,910,"Restaurants;Hot Dogs;Fast Food",0,"0",4006,FALSE
"3291","T113Acwqk_ru7Uvi41pruQ","""Java Coast""","The Strip","""3645 Las Vegas Blvd S""","89109",3.5,5,"Food;Coffee & Tea",1,"0",1735,FALSE
"3292","t33qVzQ6AdSiq4lnI0KOyg","""Banger Brewing""","Downtown","""450 Fremont St, Ste 135""","89101",4.5,448,"Bars;Pubs;Nightlife;Food;Breweries",1,"0",1944,FALSE
"3293","T3ASfec34b8-uYr3xZj8Lw","""P.F. Chang's""","Westside","""1095 S Rampart Blvd""","89145",3.5,313,"Restaurants;Asian Fusion;Gluten-Free;Chinese",1,"0",3673,TRUE
"3294","t4bBKVXbr8bIN9nEJIobYg","""Saffron Flavors of India""","Northwest","""4450 N Tenaya Way, Ste 115""","89129",4,285,"Restaurants;Indian;Vegetarian;Diners",1,"0",3111,FALSE
"3295","T4svfBHgvKG5TTytlYzLbQ","""The coffee""","The Strip","""3950 Las Vegas Blvd S""","89119",3,3,"Coffee & Tea;Food",1,"0",2825,FALSE
"3296","T5nTtSCSRoEYMsZPhF61wg","""Waffles Cafe""","Centennial","""6446 N Durango Dr, Ste 150""","89149",4,270,"Breakfast & Brunch;Coffee & Tea;Restaurants;Food",1,"0",3349,FALSE
"3297","T5UBAJt5Kod_wQGbH6m9hA","""Los Molcajetes""",NA,"""1553 N Eastern Ave""","89101",4,143,"Mexican;Restaurants",1,"0",3562,FALSE
"3298","t5vvlSgoeHF9uY6VkokmSg","""China One - South Durango""","Spring Valley","""3955 S Durango Dr, Ste B2""","89147",3,57,"Chinese;Restaurants",1,"0",2025,FALSE
"3299","T6jgarJBltDj3gWfF982aw","""Subway""",NA,"""1940 N Decatur Blvd, Ste 130""","89108",3,5,"Fast Food;Sandwiches;Restaurants",1,"0",2538,TRUE
"3300","T6mV9V8sfyW3Wj5tsKgabw","""Taqueria El Paisano""","Westside","""3300 S Decatur Blvd, Ste 1""","89102",3,24,"Diners;Mexican;Restaurants;Breakfast & Brunch",1,"0",2610,FALSE
"3301","T6VKCBhHojQkCWp_IYO24w","""McDonald's""","Spring Valley","""9415 W Tropicana Ave""","89147",2,35,"Restaurants;Fast Food;Burgers",1,"1",3078,TRUE
"3302","t6ZIBNrQjvtwor8W-u3sUg","""Chop Chop Wok""","Northwest","""6812 W Cheyenne Ave""","89108",4,170,"Restaurants;Chinese",1,"0",3246,FALSE
"3303","T76nUWrZVnAeW5bzJjh0-w","""Sin City Brewing Company""","The Strip","""3717 Las Vegas Blvd S""","89109",4,52,"Breweries;Food",1,"0",1769,TRUE
"3304","t7pWS0oxwjoZpT-fwQQCiA","""The Dam Restaurant""","Southeast","""115 E Tropicana Ave""","89109",1.5,5,"Restaurants;American (Traditional)",0,"1",4614,FALSE
